,cluster_lat,cluster_lon,plot_slope,plot_elevation,year,NFI_period,age,age_class,dbh,dbh_class,ba,height,h/d,life_precip_spring,life_precip_summer,life_precip_winter,life_tmax_spring,life_tmax_summer,life_tmean_spring,life_tmean_summer,life_tmin_spring,life_tmin_summer,past_30_precip_spring,past_30_precip_summer,past_30_precip_winter,past_30_tmax_spring,past_30_tmax_summer,past_30_tmean_spring,past_30_tmean_summer,past_30_tmin_spring,past_30_tmin_summer,past_5_precip_spring,past_5_precip_summer,past_5_precip_winter,past_5_tmax_spring,past_5_tmax_summer,past_5_tmean_spring,past_5_tmean_summer,past_5_tmin_spring,past_5_tmin_summer,previous_year,time_interval,dbh_incr_y,%dbh_incr_y,ba_incr_y,%ba_incr_y,height_incr,%height_incr_y,%age_incr,%vol_incr_y,plot_n_ha,plot_spec_count,plot_ba_prop,x_utm,y_utm
life_tmax_summer,0.2646467520961267,0.13018261744232504,-0.31350188922512323,-0.802155322378069,0.3386662217719463,0.3317937161377844,-0.23250331169731608,-0.2176779559928238,-0.1718062842785106,-0.1717959491568922,-0.12879567264090516,-0.0570061116521417,0.29354352034659076,-0.6474706036668295,-0.6436512081460447,-0.6813641703945112,0.9912912308229807,1.0,0.9885806458532438,0.9985609890041159,0.9769743458162466,0.9939692286460299,-0.6034816296875315,-0.6393078542594985,-0.6806057914990394,0.9723661641434593,0.980202895142246,0.9725402134785225,0.9847264997370757,0.9622598885531733,0.9859719787876525,-0.5535132148977968,-0.5750609351707433,-0.6514914815496237,0.8506329698273214,0.9650681372990604,0.903150632367505,0.9733286628299076,0.8804612381727799,0.9520646984625872,0.2503975636843087,-0.24526958808471402,-0.1608645792059159,0.030725601962168645,-0.22641538629366229,0.03701702263027575,-0.06926320371369321,-0.013510989044598656,0.2031415074683949,0.07750839689646281,0.23698431516982324,-0.009360200713825428,-0.07132276910984015,0.11918574732641096,0.26618874851749025
life_tmean_spring,0.24610409910808315,0.050547259311942115,-0.28706280404420864,-0.8027757455570723,0.33597382096720835,0.3273165027395191,-0.1686494471974344,-0.15340495256514444,-0.1176780985096465,-0.11747806204683253,-0.07927734063961307,-0.010566498514846322,0.256211366763303,-0.6389379273079372,-0.6327974242989653,-0.6594791614987642,0.9952286599061232,0.9885806458532438,1.0,0.9894884296860785,0.9955406579883526,0.9875541194728599,-0.5968623510667109,-0.6324411662711105,-0.653184476158055,0.978809204171693,0.977992150518324,0.9840214706399462,0.983290038805258,0.978569660837482,0.9859390841533194,-0.5537843264534513,-0.5682081633504812,-0.6339336133975573,0.8577938219741847,0.9567358948261385,0.913832614312645,0.9654849176991604,0.8934394642145382,0.9486917300992405,0.23406022471157042,-0.23402505283316488,-0.1645854886582721,-0.005937415839297251,-0.2107825503165917,0.0007220633890396666,-0.08109758340382747,-0.05276725339067652,0.14859295276296164,0.04608654877736604,0.19716539565684132,0.013972843086307939,-0.07000360070642737,0.04208331655209583,0.24660773550765058
life_tmean_summer,0.28150297021148263,0.13881910587325064,-0.31789155026130683,-0.8163433587197602,0.3249891832664284,0.31794662392688405,-0.21824906890563542,-0.20282462882845795,-0.1597512643592718,-0.15979944005199653,-0.11838962680220284,-0.04536295302966988,0.28716750733749924,-0.6565256178990352,-0.646916992900078,-0.694261374880053,0.9927595219823023,0.9985609890041159,0.9894884296860785,1.0,0.9773167066538849,0.9981759045221243,-0.6129221189912577,-0.6423374334732346,-0.6914164898531316,0.9741877686885134,0.97943919512671,0.9737342892031654,0.9861043916829556,0.9628307827871336,0.989706396862252,-0.5601487904364487,-0.5800149259987748,-0.6573944442199577,0.8509546019365154,0.9639971886545949,0.9014029475502967,0.9735426997222002,0.8770173289636182,0.9520854301796705,0.237303312565817,-0.23130725329005603,-0.1546117037000766,0.02919809508357526,-0.21662977019664967,0.036074707960013316,-0.08034185767664316,-0.030788251442645503,0.1904832423475868,0.07051789641604048,0.22307695071714176,-0.012594407977419153,-0.07332092109657923,0.12794598972278182,0.282943231169611
life_tmin_spring,0.20506551975202109,-0.024099834801925835,-0.2659103563453576,-0.7814864381294152,0.32193015966186583,0.3110724277283486,-0.17169776813653534,-0.15728227971492337,-0.11500011588299655,-0.11556953899980515,-0.08323849546633856,0.008134286700337126,0.26116335100288385,-0.6095150873256256,-0.6155798822974291,-0.6232357434187685,0.9815969204534191,0.9769743458162466,0.9955406579883526,0.9773167066538849,1.0,0.9754516130697497,-0.5633184291273471,-0.6169541848948531,-0.6160913361482462,0.96601854667211,0.9691657235940095,0.9795467313536321,0.9739082337321392,0.9822454602282722,0.9765762023738868,-0.5208420634657381,-0.5543059098339734,-0.6080550315212437,0.8328483030287993,0.9442235001390697,0.9005490866192609,0.9503440512282638,0.8914860557230546,0.9358111691703781,0.2592401757174664,-0.2589157361205311,-0.17157040553540193,-0.02141040186640215,-0.21846757840703884,-0.015562632944119248,-0.10206335748893738,-0.07835401011260176,0.1365361764389465,0.02714749695963959,0.18514324262725623,0.04759424442593926,-0.08002303626269056,-0.03238025910805819,0.20488002850274104
life_tmin_summer,0.2951107339068644,0.1483980842931546,-0.320923176295114,-0.8260656112712267,0.30800769758521707,0.30014549283888364,-0.2052272471687591,-0.19015597084322147,-0.14997457476399823,-0.1500230015353553,-0.11034214719969364,-0.03321415139018824,0.2867117831924224,-0.6637765983947571,-0.6489670435431785,-0.7029930057123237,0.9907675070088872,0.9939692286460299,0.9875541194728599,0.9981759045221243,0.9754516130697497,1.0,-0.6195894183398086,-0.6439116483561986,-0.6971984439573365,0.972921802365883,0.9758903422438435,0.9730131686908711,0.9843836083384463,0.9626391148280385,0.9910592188246946,-0.5614439872697494,-0.5846335289079363,-0.6596601206394392,0.8413175431877888,0.9586926944157858,0.8942497155114003,0.969514440362743,0.8726082325324339,0.9491792854616129,0.2343003856319684,-0.2262474576730249,-0.14297823140112922,0.03330889355770138,-0.20329021557776908,0.04052755869296593,-0.08825033204372068,-0.04362168556396347,0.17560837380009092,0.066675456238771,0.21163945523129485,-0.012856108865930416,-0.08609014561927585,0.13755906327715242,0.2964922671680673
past_30_precip_spring,-0.7265765009221444,-0.272953915743642,0.487766735707656,0.814274334135161,-0.33558826026609945,-0.33322833983402367,0.25126868536153335,0.24493268089265935,0.15977179501406447,0.16501773629298677,0.11141145785117249,0.1766932833673159,-0.1617688619039039,0.9877567279113452,0.9147511093428505,0.8535147044834197,-0.6258681961064395,-0.6034816296875315,-0.5968623510667109,-0.6129221189912577,-0.5633184291273471,-0.6195894183398086,1.0,0.9053973248545436,0.8538025010781268,-0.6179776207832836,-0.5826515770849772,-0.5947070064232203,-0.5866982410885738,-0.5654762236179526,-0.5886887306093705,0.9047759591026996,0.8579789493893694,0.7691920957469516,-0.5963587046812868,-0.5731292245611154,-0.592338100265722,-0.5810740453891079,-0.5434407531956019,-0.5416340095362175,0.0009748067017933074,-0.009391480511374346,-0.29383885041408137,-0.3741816094710054,-0.17666462346653233,-0.368631876183996,-0.09291118808945628,-0.16134048867227976,-0.17906308367001844,-0.2857229830120938,-0.24265511218068767,0.32521962763396156,0.05757507602841842,-0.258638847896787,-0.7268810561348107
past_30_precip_summer,-0.5799890763438156,-0.02906022507100019,0.43188100632324194,0.7693525151195382,-0.2292517806898778,-0.22700630136314007,0.35407776054701007,0.35517096421422745,0.16500779633204898,0.16947346421272755,0.1219643491736046,0.12805825222900896,-0.20960891132609863,0.9275105755954671,0.9962841410382246,0.7312197697135563,-0.6426762670013542,-0.6393078542594985,-0.6324411662711105,-0.6423374334732346,-0.6169541848948531,-0.6439116483561986,0.9053973248545436,1.0,0.740878464244778,-0.617765679780466,-0.608783923605365,-0.6144215761053415,-0.6136503378945242,-0.6045588322728985,-0.616791621530332,0.7786401919703555,0.9726232705040403,0.6513303471646877,-0.5884342693072037,-0.6041967764652756,-0.5876930275417291,-0.6011407466944738,-0.5420513577131694,-0.554631002692225,-0.06256491258714189,0.0747986231002465,-0.2197072630388227,-0.2939074820454167,-0.12552665269823518,-0.287799765794982,-0.07251849553534165,-0.12347166536087956,-0.2247281876425291,-0.26357654387758434,-0.23866509502027222,0.23704090322815438,0.059560522119095294,-0.008947059589806664,-0.5781896175180002
past_30_precip_winter,-0.5104262076115869,-0.36319736894789345,0.4435456483339086,0.7248312885658681,-0.24568099258265944,-0.2471057850632201,0.21854932370144245,0.21367310897400882,0.18755834484792708,0.18530592980972635,0.15276776646069753,0.13599424455526335,-0.2121191528617033,0.8656195852022618,0.7558076635146901,0.9938078267016792,-0.6853816462872784,-0.6806057914990394,-0.653184476158055,-0.6914164898531316,-0.6160913361482462,-0.6971984439573365,0.8538025010781268,0.740878464244778,1.0,-0.6714573429001491,-0.6511962195707169,-0.6432945554708335,-0.6653324817726227,-0.608630791628936,-0.674560548577243,0.7726816834859906,0.7156433479895322,0.9160264293525247,-0.6287855550556435,-0.6554401670504115,-0.6153671645940028,-0.6660766943436951,-0.5563960608034407,-0.6366068011973659,-0.07302125874462533,0.02508701957936768,-0.23830060831227018,-0.3653315201876069,-0.11861500672752796,-0.3603085898117327,0.0677571544122532,-0.05810904558616697,-0.20715903333822638,-0.24927884028545505,-0.2210897650347593,0.2119529963989139,0.07759482227830505,-0.352918346193122,-0.5121302828111848
past_30_tmax_spring,0.27698855694023145,0.14927342546391484,-0.3192251696154011,-0.7958486948323458,0.4809457849472571,0.47494900423282294,-0.11526585393822497,-0.10299946943973168,-0.06837988262166515,-0.07204183741037974,-0.02937575414752964,0.023324715290444723,0.24100796306972624,-0.6455369523043656,-0.6145456152303284,-0.6792602070884087,0.9827866366556778,0.9723661641434593,0.978809204171693,0.9741877686885134,0.96601854667211,0.972921802365883,-0.6179776207832836,-0.617765679780466,-0.6714573429001491,1.0,0.9928368234002523,0.9944207294855381,0.9925214765296438,0.97835265486972,0.9871378264368484,-0.6193721969310252,-0.5340827641961388,-0.6870918347430324,0.8975471377335237,0.965316595315688,0.9591142156303646,0.9792804529929476,0.9401438439083608,0.97785700984489,0.29807532438283263,-0.28932630820710875,-0.16708277956181458,-0.02459481689920402,-0.20452949659622832,-0.018746780455669063,-0.09181040699775754,-0.08303639917753243,0.10054504965613845,0.016965569771967833,0.16815594252482532,-0.003747427868991851,-0.06077334201583022,0.14164459017835818,0.27861425592497785
past_30_tmax_summer,0.22846480840837713,0.12064267310804036,-0.3054006698283068,-0.7708158377756538,0.4702993653182756,0.4641687058871058,-0.14171302940321143,-0.131383804056348,-0.0910817533433847,-0.09494999958883453,-0.05702993126602449,0.026103025165449184,0.2732986611263674,-0.6188365658918106,-0.605331690757038,-0.6568315843374731,0.9779031058629903,0.980202895142246,0.977992150518324,0.97943919512671,0.9691657235940095,0.9758903422438435,-0.5826515770849772,-0.608783923605365,-0.6511962195707169,0.9928368234002523,1.0,0.9929954264927561,0.99804844012676,0.9825288977136777,0.9908236481954803,-0.5812585368502567,-0.5253762228837071,-0.6703734629146717,0.8811619706758557,0.9710849869264705,0.9513601333385778,0.9834511415538764,0.9406162301751944,0.9822947152282331,0.34222306895052806,-0.32957046528223777,-0.18041148894017597,-0.025889188149485473,-0.2300615028572977,-0.02074273390614198,-0.10127778880065302,-0.08743886858914926,0.11924434318070704,0.011820368470845916,0.17557087687591458,0.029786691214329267,-0.07633334212675079,0.11108880525976826,0.23002017566108518
past_30_tmean_spring,0.248790351413536,0.0780265998883281,-0.3029408056300795,-0.7876009953618952,0.4634112259072517,0.4531339742987761,-0.1241312951520671,-0.11270111110582128,-0.06959783273986843,-0.07383733056989777,-0.036573134424131716,0.03646987104420193,0.24667794709625077,-0.6295985073291247,-0.6116785040272086,-0.6523415111845118,0.9793850299036214,0.9725402134785225,0.9840214706399462,0.9737342892031654,0.9795467313536321,0.9730131686908711,-0.5947070064232203,-0.6144215761053415,-0.6432945554708335,0.9944207294855381,0.9929954264927561,1.0,0.9924522930338996,0.9947198727280535,0.9885649705671294,-0.5908295152880975,-0.5309990948067584,-0.6702256538731839,0.8639829774228741,0.958841673050406,0.9454523600070208,0.9698458404479979,0.9451284046241756,0.9699055869283265,0.3452220848097885,-0.33420644020904666,-0.1663193508067863,-0.02811423314251478,-0.20841667532895122,-0.023365100991907004,-0.09928942956102835,-0.09208440955067221,0.09178617757496535,0.005354994798105158,0.16154197326890876,0.024385686343774273,-0.07780456587339815,0.0697742147005995,0.24965431468977062
past_30_tmean_summer,0.2356968819355844,0.11911912817140717,-0.3058641903550772,-0.7834420308267818,0.43084825555986545,0.4247202722939225,-0.14469335034152941,-0.13331366549956214,-0.09660963366323787,-0.09960559286892959,-0.06181974591099395,0.019963973250832923,0.26958801008969274,-0.625858197056617,-0.6114546804978234,-0.671307427578395,0.9837489460535388,0.9847264997370757,0.983290038805258,0.9861043916829556,0.9739082337321392,0.9843836083384463,-0.5866982410885738,-0.6136503378945242,-0.6653324817726227,0.9925214765296438,0.99804844012676,0.9924522930338996,1.0,0.9817809564814796,0.9969186163591981,-0.5761640350243862,-0.5354098031483775,-0.6731258628430832,0.8801162196743023,0.9701765181796241,0.9444749768559052,0.9841588478453447,0.9290940222905708,0.9813613395454107,0.3202107904790491,-0.30896498287386637,-0.17787830220402417,-0.02275354075037586,-0.225589710160364,-0.017231176544284212,-0.10331543368125604,-0.08870428274717247,0.11885140132727486,0.014917663160972669,0.17709194964130331,0.028859475816837357,-0.07680709384202708,0.10962521348261885,0.2370408895819983
past_30_tmin_spring,0.21832189503982477,0.0074856116472526825,-0.2835611950204419,-0.7709010095223903,0.4415610380384332,0.42725074487364095,-0.13108557691023962,-0.12063869117564077,-0.06952200276216466,-0.07428750565542681,-0.04256084899660978,0.049296531217875264,0.2494679954611299,-0.6071720341680797,-0.6023037400631158,-0.6188363282333258,0.9655898106489457,0.9622598885531733,0.978569660837482,0.9628307827871336,0.9822454602282722,0.9626391148280385,-0.5654762236179526,-0.6045588322728985,-0.608630791628936,0.97835265486972,0.9825288977136777,0.9947198727280535,0.9817809564814796,1.0,0.9793912895019452,-0.556584558279601,-0.5222984400504742,-0.6463895394355303,0.8223048706944008,0.9422757908586052,0.9221935989643719,0.9503148349654785,0.9399392167671368,0.9518441656745862,0.3862681643278377,-0.3733124046169272,-0.16364563274331323,-0.03078017893551339,-0.20939626769058517,-0.027031756653692427,-0.10474742209796552,-0.09938569415299592,0.08300829839544989,-0.004748584201405125,0.15314165854482575,0.0513035093252316,-0.09404743067157187,-0.0012780976057114822,0.21843268871488125
past_30_tmin_summer,0.24233819114102575,0.12255852977847477,-0.30501918024568325,-0.7939069887364723,0.37578250218516535,0.3682215601876575,-0.14520207278720296,-0.13416585603144007,-0.09938553394355258,-0.10120050247141626,-0.06393183461779035,0.016769895172612112,0.26627395704193535,-0.6325278288053079,-0.6169532787001323,-0.6822917554718365,0.9864038947549538,0.9859719787876525,0.9859390841533194,0.989706396862252,0.9765762023738868,0.9910592188246946,-0.5886887306093705,-0.616791621530332,-0.674560548577243,0.9871378264368484,0.9908236481954803,0.9885649705671294,0.9969186163591981,0.9793912895019452,1.0,-0.5616795564774225,-0.5461054718222526,-0.6683645074565076,0.8616275786236023,0.9622046026841756,0.9261309355856179,0.977753058859221,0.912282039852557,0.9734855299339547,0.3068253362319442,-0.29665807475029454,-0.16711486822530694,-0.01575766926466816,-0.21171451114835454,-0.009992342094963453,-0.09783028023777296,-0.08515698772394785,0.11003895718011501,0.01985417472183471,0.17825842756571808,0.02821745826230036,-0.08782392149391775,0.1131019694546474,0.24357710903997118
past_5_precip_spring,-0.6360271545672672,-0.23706255418278535,0.4842412090406346,0.7127858626497283,-0.5731330506143925,-0.5722769010023341,0.1282727341139085,0.11804005023871852,0.07872951968117804,0.08353093453556762,0.04247493989909679,0.085455663974636,-0.13320257281503156,0.8749230424754624,0.7818758853564002,0.7711421256359302,-0.5823489489408,-0.5535132148977968,-0.5537843264534513,-0.5601487904364487,-0.5208420634657381,-0.5614439872697494,0.9047759591026996,0.7786401919703555,0.7726816834859906,-0.6193721969310252,-0.5812585368502567,-0.5908295152880975,-0.5761640350243862,-0.556584558279601,-0.5616795564774225,1.0,0.6865586908401657,0.7758780494148172,-0.6696795108735214,-0.5308711061463951,-0.6674109405512364,-0.5519979185133975,-0.614316405877064,-0.5547111441392781,-0.17759384341000012,0.15333445803619775,-0.30817777926023704,-0.3256174303674559,-0.20253231304087108,-0.32077486515136616,-0.06647986294017234,-0.048052518132931925,-0.05328146095954348,-0.2124268006080072,-0.17348281427063178,0.29419296278845447,0.002590991587733661,-0.22649111268969352,-0.6362104561575007
past_5_precip_summer,-0.5381593421803763,-0.003530920871399511,0.3972266349954223,0.7123620243096523,-0.08070823188223039,-0.07760791249587706,0.3927202936654376,0.39664867793922537,0.19129835263118808,0.19243516553966217,0.14929155054585186,0.15286700928567487,-0.21250459571791933,0.8823217524014396,0.9700964032312099,0.7016479159602611,-0.5773724142683088,-0.5750609351707433,-0.5682081633504812,-0.5800149259987748,-0.5543059098339734,-0.5846335289079363,0.8579789493893694,0.9726232705040403,0.7156433479895322,-0.5340827641961388,-0.5253762228837071,-0.5309990948067584,-0.5354098031483775,-0.5222984400504742,-0.5461054718222526,0.6865586908401657,1.0,0.5984373049296366,-0.5010925811304384,-0.5467837446501427,-0.4794591925972978,-0.5343406659230494,-0.42362648978718537,-0.47033603581231254,0.014176999949151196,-0.011233848283732974,-0.2573145586428887,-0.3372081009870342,-0.1629692361228105,-0.3334810334319436,-0.08154769914629387,-0.16801404445432877,-0.27108684783666853,-0.31254074226926326,-0.22879235385576074,0.22362713675262647,0.05343237993244574,0.016217468048016364,-0.5359493125011641
past_5_precip_winter,-0.45071258844091444,-0.27031220001741835,0.3999613736526817,0.6598406396329879,-0.4860201698911453,-0.48419591738766943,0.14808302653418112,0.14000670543194152,0.13319841456604414,0.1389840319346544,0.10965570090549255,0.0639861936408935,-0.19419927076643495,0.7761845774839837,0.6593664349472182,0.9096968900766284,-0.6544599953749772,-0.6514914815496237,-0.6339336133975573,-0.6573944442199577,-0.6080550315212437,-0.6596601206394392,0.7691920957469516,0.6513303471646877,0.9160264293525247,-0.6870918347430324,-0.6703734629146717,-0.6702256538731839,-0.6731258628430832,-0.6463895394355303,-0.6683645074565076,0.7758780494148172,0.5984373049296366,1.0,-0.6039892464337021,-0.6656488045569272,-0.6549987990543451,-0.6609728892310665,-0.6499709888045647,-0.6617801858637061,-0.3765078764038861,0.32773588827105876,-0.21947280789861473,-0.2865847462758655,-0.12489759658465047,-0.27656771621315507,0.09289722322075875,0.03535365704752888,-0.05494104921008095,-0.12362818308296185,-0.1598507625317952,0.15538624893693684,0.08470030052405664,-0.26009490687361747,-0.4518619405932688
past_5_tmax_spring,0.23729767052187611,0.12502985556270554,-0.31344627714494677,-0.6946902777483612,0.5004330047238937,0.5152562186703653,-0.07752062457929274,-0.06385213889929821,-0.06389423327255411,-0.0635090809976013,-0.013743921733534559,-0.01971009535178337,0.20565457322284136,-0.5960150495697283,-0.5730185167703276,-0.625841526802717,0.8754861629065239,0.8506329698273214,0.8577938219741847,0.8509546019365154,0.8328483030287993,0.8413175431877888,-0.5963587046812868,-0.5884342693072037,-0.6287855550556435,0.8975471377335237,0.8811619706758557,0.8639829774228741,0.8801162196743023,0.8223048706944008,0.8616275786236023,-0.6696795108735214,-0.5010925811304384,-0.6039892464337021,1.0,0.8683955509448,0.9539528055800643,0.8981510949664677,0.8402086327824047,0.8999165289569875,0.03692571957117565,-0.048423648232545254,-0.2032345320447131,-0.04604877558893177,-0.2283811015671244,-0.03505492838881385,-0.10159568789593555,-0.06406691402623006,0.19245478008115083,0.0640014644703745,0.18886704599229986,-0.04062014378171446,0.04071385867842412,0.12154155060557631,0.23807242432611317
past_5_tmax_summer,0.2611969959026096,0.1379850794936555,-0.29809627798253846,-0.7781758842805194,0.40808349213924827,0.40673656364000604,-0.19440669332721827,-0.18229082121112844,-0.12703589182576988,-0.134590798463087,-0.08719301505060598,-0.01561181907614607,0.28154486720384964,-0.6053087957155352,-0.6014186205869334,-0.654323022162618,0.9606336289173416,0.9650681372990604,0.9567358948261385,0.9639971886545949,0.9442235001390697,0.9586926944157858,-0.5731292245611154,-0.6041967764652756,-0.6554401670504115,0.965316595315688,0.9710849869264705,0.958841673050406,0.9701765181796241,0.9422757908586052,0.9622046026841756,-0.5308711061463951,-0.5467837446501427,-0.6656488045569272,0.8683955509448,1.0,0.9133881522171755,0.9911770021801464,0.883260303751978,0.9611343918115155,0.20424437179624585,-0.19889675699008702,-0.14165782511746433,0.024666085513047893,-0.19690422943436112,0.03304257651823069,-0.09015992021293869,-0.05458810166975054,0.20385177857336137,0.07432504536092147,0.19865750789294923,-0.006696759372288961,-0.0730959745105554,0.12783087759180242,0.26277741359652523
